"","var9","var22","var23","var24","var25","var26","var27","var29","var30","var31","var33","var39","var41","var49","var50","var51","var53","var54","var55","var56","var57","var58","var59","var60","var61","var62","var63","var64","var65","var66","y"
"638","1","2","3","0","0","1","1","4","2","0","0","1","6","0","0","0","1","1",-0.104803632135618,0.358396173482282,0.349139832483368,0.363471226781728,0.424760630533799,0.920415122798338,0.157440953884849,3.46596408841319,0.632831278212359,5.06383727808007,-0.397361911433702,-0.397361927099459,0.999981105327606
"642","1","0","1","0","2","8","0","2","1","0","5","4","3","1","0","0","0","0",-0.642636828549152,-2.81034376124603,-2.80832952825954,0.361870714701766,-2.33925060694862,-1.08537866778962,0.180425962586567,0.349681318392719,0.624209156183381,-0.362256156742534,-0.397361911433702,-0.397361927099459,0.999981105327606
"654","1","3","3","0","3","2","1","4","1","0","5","4","3","1","0","0","1","1",-0.345494017249906,0.36304756516726,0.349139832483368,0.350427164376398,0.426846969918264,0.920845233772458,0.131305061255916,0.0640480664582055,0.529365813864577,-0.361572339044094,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"655","3","5","3","2","4","7","0","4","2","0","3","4","3","0","0","0","2","1",-0.261459972791338,0.345259515753801,0.372622714112815,0.351123787608703,0.425520645386164,0.920613930735222,0.15046042291894,-0.0489436228991942,0.231902603864657,-0.116765603106384,-0.397361911433702,-0.397361927099459,0.999981105327606
"658","1","5","1","1","2",NA,"0","1","2","0","3","4","3","0","0","0","0","0",-0.116665056782594,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.160556339482505,-0.110159619975713,0.223280481835678,0.878189147702155,-0.397361911433702,-0.397361927099459,0.999981105327606
"660","3","3","3","0","1","10","1","4","1","0","6","4","1","1","0","0","1","1",-0.440097656740906,0.347965780006879,0.359005063683367,0.354823068016999,0.426799416906796,0.92080434441897,0.149229117868194,0.318611886839469,0.688875071400761,-0.346528349684835,2.51547185235567,2.51641555488746,4.75045908387983e-06
"661","1","5","3","2","2","1","0","4","0","1","2","4","1","0","0","0","3","2",0.786538562454829,0.368460093673415,0.347172838532448,0.354557990732624,0.428670618340637,-1.08537866778962,0.193046682584267,2.10104524315748,0.469010959661687,-0.380172180433636,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"662","3","5","3","0","1","7","1","4","1","0","2","4","3","0","0","0","2","1",-0.166815853625704,0.352391649670766,0.352014669796251,0.352070253075102,0.427290688991609,0.921922944992289,0.14439171090944,-0.0440126045867383,0.697497193429739,0.0446153736569627,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"667","1","5","3","0","3","7","0","4","1","0","0","1","4","0","0","0","2","1",0.98923789297561,0.350023668449323,0.356644670942263,0.352437911269674,0.425764270563145,-1.08537866778962,0.121480301690287,-0.787331174281634,0.39141186140084,-0.303447834701309,-0.397361911433702,-0.397361927099459,0.999981105327606
"668","1","5","3","2","2",NA,"0","4","1","0","3","4","8","0","0","0","0","0",-0.619501814529087,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.155040446537776,-0.0464781137430589,0.869939634009433,0.259334130876155,-0.397361911433702,-0.397361927099459,0.999981105327606
"679","1","3","3","0","3","1","1","4","1","0","4","4","3","1","0","0","1","1",-0.118472562252235,0.352673552197129,0.352014669796251,0.35723027599524,0.432534757148127,0.921923979032598,0.169137426527232,-0.771078278396402,-1.88913941526524,0.821432278755715,-0.397361911433702,-0.397361927099459,0.999981105327606
"684","3","5","3","0","4","6","0","4","2","0","4","4","3","0","1","0","1","1",0.959846129252908,0.359721115356185,0.349139832483368,0.352656508849006,0.426785683983526,-1.08537866778962,0.136460929489977,-0.823243261596801,-0.940705992077073,0.648426401123704,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"687","3","3","3","0","1","7","1","4","1","0","4","4","3","1","0","0","1","1",-0.500657889903472,0.343878193374626,0.373530557474778,0.351012666826838,0.429980259889784,0.921679977403626,0.179471999240438,1.62520197600426,0.766474169661608,-0.429954108859199,-0.397361911433702,-0.397361927099459,0.999981105327606
"693","3","0","0","0","4","10","0","1","2","0","6","4","3","1","0","1","1","1",-0.487585594990338,0.345372276764346,0.372622714112815,0.35475687751548,0.428642329787973,-1.08537866778962,0.222141550823193,-0.356094158310132,0.490566264734133,-0.386189776177768,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"696","3","0","3","0","1","5","1","4","1","0","2","1","4","1","0","0","1","1",1.70686068407848,0.370151508831589,0.346295256615883,0.350825877708462,0.426442774481561,0.920641867932501,0.21646466068323,0.628260372316671,0.641453400241338,0.517133403078874,2.51597456480912,2.51639518960432,4.75045908387983e-06
"697","1","0","1","0","3","7","0","2","1","0","1","4","3","1","0","0","2","2",-0.117969206298749,0.343229817563993,0.373833171928766,0.350781102292427,0.427583545467386,0.920495397998667,0.147700773137047,-0.112075190826446,-1.45803331381607,-0.434057015048234,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"702","1","5","4","0","0","6","0","5","2","0","6","4","3","0","1","0","1","1",-0.492836512778563,0.356902090092562,0.349139832483368,0.352701304561797,0.427225288316729,-1.08537866778962,0.177682968856317,-0.682157744222286,0.671630827342804,-0.455939181388682,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"709","3","3","3","2","4","5","1","4","2","0","4","4","3","1","1","0","3","2",-0.642190672135603,0.367924478873327,0.347172838532448,0.352229645641212,0.42938548378064,0.921152920590082,0.139565731663863,1.00684579143843,0.525054752850088,1.01153359884177,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"711","3","0","1","2","4","7","0","2","2","0","2","2","5","1","0","0","2","1",0.0781970567405364,0.348304063038513,0.359005063683367,0.350892579683806,0.426902704319742,0.920634660754002,0.161178204984995,2.39612776006692,0.611275973139914,1.20163491892729,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"713","3","5","3","0","1","8","0","4","1","0","1","4","3","0","1","0","1","1",0.42922535485963,0.358706266261281,0.349139832483368,0.356414525300756,0.425228601136832,0.922923216798898,0.147293653387855,1.65907028599238,0.490566264734133,0.678514379842221,-0.397361911433702,-0.397361927099459,0.999981105327606
"726","1","3","3","0","2",NA,"1","4","2","0","6","4","3","1","0","0","0","0",0.657932876303037,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.178500000859617,-0.578022423281341,0.576787485024001,-0.205661903866127,-0.397361911433702,-0.397361927099459,0.999981105327606
"730","3","5","3","2","1","9","1","4","1","0","2","4","3","0","0","0","3","2",-0.449915737814459,0.358227031966465,0.349139832483368,0.357237838927982,0.425082928549224,0.921437418816435,0.20854345021724,0.768275339662839,0.675941888357294,0.785873758451817,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"738","3","1","1","1","1","8","0","4","1","0","3","1","3","0","0","1","3","1",-0.431989401922419,0.351856034870678,0.353225127612202,0.361406862815012,0.428113803686425,-1.08537866778962,0.15046042291894,3.22392245927283,0.58109854603849,2.28206688200444,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"741","1","0","0","0","0","7","0","1","2","0","3","4","3","1","0","0","1","1",-0.576861757307978,0.342750583269177,0.374438400836741,0.352971055496886,0.427161654647441,-1.08537866778962,0.155024252905239,-0.0594869186331215,0.632831278212359,-0.453203910596527,-0.397361911433702,-0.397361927099459,0.999981105327606
"745","1","5","1","1","2",NA,"0","4","2","0","0","4","3","0","0","0","0","0",-0.579561575604716,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.103245160004894,-0.145682416371548,0.813895840821032,-0.632364147511823,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"753","3","2","3","2","1","7","1","4","1","0","3","1","3","0","0","0","1","1",7.3064079098861,0.354195825839485,0.350531858971711,0.351677269569352,0.426085964505399,0.92079177366876,0.20194387336294,0.925224462003068,0.257768969951591,0.729116889505377,2.51578077306541,2.51641827025855,4.75045908387983e-06
"758","3","5","3","2","1","5","1","4","1","0","5","1","3","0","0","0","2","1",-0.181091098868403,0.369305801252502,0.346295256615883,0.351588603386078,0.427619206730979,0.920793963618799,0.159230314801155,-1.23375378020096,0.296568519082036,0.178643642494482,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"759","3","5","3","2","4","8","0","4","2","0","2","4","3","0","0","0","2","2",-0.586959676131963,0.366994200536331,0.347808328885822,0.358275977419881,0.42631992416119,-1.08537866778962,0.125434719709245,-0.693122771785489,0.632831278212359,-0.276095126775481,-0.397361911433702,-0.397361927099459,0.999981105327606
"761","1","5","3","0","3","7","0","4","1","0","3","4","3","0","1","0","1","1",-0.484570739226113,0.346471696617159,0.369747876799932,0.351152553297184,0.42699786761763,0.922101218628823,0.159999577412571,1.25871701629376,-0.0871159112077105,0.259334130876155,-0.397361911433702,-0.397361927099459,0.999981105327606
"762","1","3","3","0","0","8","1","4","2","0","4","4","7","1","0","0","1","1",1.03429353077757,0.360848725461634,0.349139832483368,0.360009330303035,0.43019913491034,0.922817254438937,0.162769906900703,-0.79540896085924,0.365545495313905,-1.04197094870347,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"763","3","2","3","0","1","7","1","4","1","0","6","4","3","0","0","0","1","1",2.02490156738035,0.349798146428233,0.356644670942263,0.351665219856377,0.427004645119523,0.921694883973983,0.151009117759404,0.259245021630145,0.788029474734054,0.402252029789649,2.51679765877436,2.51639518960432,4.75045908387983e-06
"766","1","3","3","2","0","5","1","4","2","0","5","4","3","1","0","0","1","1",-0.408466311022188,0.369813225799954,0.346295256615883,0.351084477649047,0.425883549599376,0.920569683302407,0.151719685739874,-0.652571634347364,-1.21230283599006,-0.530475310487071,2.51575628862467,2.51639518960432,0.999981105327606
"767","3","5","3","2","4","7","0","4","2","0","5","4","3","0","0","0","1","1",0.105034200999295,0.351686893354861,0.353225127612202,0.352362462438726,0.42571767813055,0.920657381659407,0.139394226641638,0.551472738463937,0.296568519082036,0.714072900146118,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"768","3","0","0","0","1","7","0","1","1","0","6","4","3","1","0","0","1","1",-0.411472366856819,0.366430395483607,0.347808328885822,0.351611588713218,0.427614048172878,-1.08537866778962,0.149580249865156,-0.696107335500918,0.481944142705154,-0.377300146101793,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"778","3","0","1","0","4","7","1","2","2","0","1","4","3","1","0","0","3","3",-0.400505015022063,0.361609862282812,0.349139832483368,0.352582512259284,0.431565707647197,0.920585870829085,0.149003559017326,-0.456823183706372,-1.54856559512038,-0.287720027644145,2.5159469546951,2.51640197803204,4.75045908387983e-06
"781","3","5","3","2","1","7","0","4","1","0","0","4","3","0","1","0","1","1",-4.10007711453684,0.349065199859692,0.35894454079257,0.351152553297184,-2.33925060694862,-1.08537866778962,0.117885454425213,0.0559378389706546,0.309501702125503,-0.280198032964516,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"782","3","2","4","0","1","1","1","5","1","0","0","4","3","1","0","0","1","1",-0.419611421427784,0.354956962660663,0.349745061391343,0.354014774670518,0.428201271877927,0.922381808399345,0.146129094902656,0.42998153069947,-1.31576830033784,-0.111978879219445,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"797","1","5","3","0","0","1","0","4","2","0","2","4","3","0","1","0","1","1",-0.28374051367993,0.364738980325433,0.348504342129994,0.358048827003351,-2.33925060694862,-1.08537866778962,0.13650837568369,0.0856893974862366,0.69318613241525,-0.9093103152623,-0.397361911433702,-0.397361927099459,0.999981105327606
"800","3","3","3","2","1","10","0","4","1","0","2","1","3","1","0","0","3","1",-0.624619853385685,0.34466752044844,0.373530557474778,0.353843446785205,0.426434599699047,0.921310224050181,0.131152709862521,0.654894359385923,0.499188386763111,2.70193094866895,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"806","1","5","3","1","3","7","0","4","1","0","5","4","3","0","1","0","2","2",-0.538221267935183,0.346950930911975,0.366873039487048,0.351992823380153,0.426878736356847,-1.08537866778962,-6.30581421448417,-0.45964554287208,0.697497193429739,-0.16463284197685,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"811","3","0","1","0","1","7","0","2","1","0","6","4","3","1","0","0","1","1",-0.535042733486851,0.342750583269177,0.374438400836741,0.350851846096271,0.427444031819872,0.920739625865979,0.149044550838234,-1.09938028709508,-1.55287665613487,-1.00230952221108,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"815","1","4","3","0","0","8","0","4","2","0","0","4","3","0","0","0","1","1",-0.404903219665264,0.346753599143521,0.366873039487048,0.366256659515274,0.425468916812237,-1.08537866778962,0.127918106012232,-0.934093850897508,-2.79015116729398,0.0302552019961439,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"821","3","5","3","2","1","9","1","4","1","0","1","4","5","0","0","0","3","1",0.673403151939152,0.34258144175336,0.374438400836741,0.357275562246809,-2.33925060694862,-1.08537866778962,0.126372146980707,-0.0570538503869305,-0.694975514251064,0.682617286031256,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"838","1","5","3","0","3","10","1","4","1","0","6","4","3","0","0","0","1","1",-0.480638930833778,0.346669028385612,0.369747876799932,0.357289106777398,0.427464171973,0.921239031413502,0.133735808693862,-0.143671079954633,0.395722922415329,0.00563776486247078,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"843","1","2","4","0","3","6","1","5","1","0","1","4","3","1","0","0","1","1",0.364502755158087,0.351517751839043,0.353225127612202,0.352391132433484,0.427649447957357,0.920947439907298,0.197608047589007,0.00961221956133737,0.675941888357294,-0.116765603106384,-0.397361911433702,-0.397361927099459,0.999981105327606
"844","3","5","3","1","4","1","1","5","2","0","6","4","3","0","0","0","1","1",0.0625208627596711,0.355887240997658,0.349139832483368,0.357710024106203,0.427716620360524,0.922381690930433,0.149913404308561,0.480459586582395,0.45607777661822,-0.4819242539187,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"845","3","5","3","2","1","7","0","4","1","0","2","4","3","0","0","0","1","1",1.35285096992665,0.348247682533241,0.359005063683367,0.351619411944449,0.424953949223372,0.920563309886344,0.191276147083905,-0.0040129626178516,0.576787485024001,0.744844696563076,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"846","3","4","3","2","4","8","1","4","2","0","1","4","3","0","0","0","3","2",-0.344253227224716,0.362934804156715,0.349139832483368,0.353866060529432,0.428506797683535,0.921477560490424,0.203615024485148,-0.423181960087675,0.869939634009433,-0.384822140781423,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"847","3","3","3","2","1","4","1","4","1","0","0","4","3","1","0","0","1","1",-0.133583800774657,0.34258144175336,0.374438400836741,0.350596241660291,0.43112036450989,0.92073279258323,0.111827703133859,-0.753722391572881,0.671630827342804,-0.372513422214318,2.51679349120998,2.51639518960432,4.75045908387983e-06
"856","1","3","3","2","0","2","0","4","2","0","1","4","1","1","0","1","2","2",-0.313391875315746,0.369052088978776,0.346295256615883,0.350578852054698,0.426992621589253,0.920793030148096,0.111391856796485,-0.949925014953278,-1.72531909671457,0.132144039020361,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"861","3","5","3","2","1","5","0","4","1","0","4","4","3","0","0","1","2","1",-0.621655157218693,0.360595013187908,0.349139832483368,0.350980209607163,0.425345245884243,0.922399877686463,0.158379961793455,0.932458784922123,0.555232179951513,0.215569798194724,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"862","1","5","3","2","0","1","0","4","2","0","4","4","3","0","0","0","1","1",-0.136100580542534,0.365782019672974,0.348504342129994,0.353671632085697,0.425795790994245,-1.08537866778962,0.107494218666159,-0.282355969992715,0.680252949371783,-0.277462762171826,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"868","3","5","0","1","1","7","0","4","1","0","5","4","3","0","0","0","1","1",0.126629227398983,-2.81034376124603,-2.80832952825954,0.351071081733525,-2.33925060694862,0.920383796361422,0.168338799832403,-0.322746849335681,0.421589288502264,-0.294558204625335,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"871","3","5","0","0","1","6","0","1","1","0","2","4","5","0","0","0","1","1",-0.610516206763241,0.3566201875662,0.349139832483368,0.351131749275546,0.43015939123462,-1.08537866778962,0.178998085536678,0.569769411675842,-0.112982277294688,0.303098463558122,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"876","3","1","3","0","1","1","1","4","1","0","6","4","3","0","0","0","1","1",-0.425378015070664,0.358537124745464,0.349139832483368,0.355207253263009,0.42533192117697,0.921707036702939,0.111296464818403,-0.341138898823042,0.542298996908045,-0.418329207990535,2.51747592987735,2.51640197803204,4.75045908387983e-06
"880","3","5","1","2","1","8","0","2","1","0","3","4","3","0","0","1","1","1",0.226686183051384,0.360961486472179,0.349139832483368,0.360386133440483,0.430963205202051,-1.08537866778962,0.183834024563937,1.30260956745688,-1.12608161570023,0.717491988636713,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"885","3","1","3","0","1","7","0","4","1","0","0","4","3","0","0","0","1","1",0.457370168606117,0.347965780006879,0.359005063683367,0.351220500147532,0.425408070545357,0.921986468370629,0.133373542218993,-0.864021485404535,0.555232179951513,0.226510881364948,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"888","3","5","4","2","1","5","0","5","1","0","0","4","3","0","0","0","2","1",-0.536348642989012,0.362173667335537,0.349139832483368,0.351879463327554,0.430076759436554,-1.08537866778962,0.155222472425243,1.3317415045924,0.300879580096525,0.0726518992812305,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"889","3","5","3","2","4","4","0","4","2","0","6","4","3","0","0","0","3","1",-0.1323306908483,0.345033993732711,0.372622714112815,0.350606902460052,0.42955953046792,-1.08537866778962,0.136935491219864,-0.364009740338017,0.0810154683574511,-0.390292682366267,-0.397361911433702,-0.397361927099459,0.999981105327606
"890","3","2","3","2","1","5","1","4","1","0","0","4","3","0","0","0","1","1",-0.342043564987733,-2.81034376124603,-2.80832952825954,0.352646059065782,0.426667901267725,0.920441057113565,0.123020602935967,-0.444333433375418,0.637142339226849,0.703815634673799,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"900","3","3","3","2","4","7","1","4","2","0","6","4","4","1","0","0","1","1",0.22610802769921,0.351630512849588,0.353225127612202,0.351667470527168,0.425578714063584,0.920996324809651,0.11666344188607,-0.37611019974964,0.184480932705233,0.500721778323271,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"902","3","3","3","0","1","5","1","4","1","0","1","4","3","1","0","0","1","1",2.42873032104162,0.369418562263047,0.346295256615883,0.351495198144146,0.428309171273001,0.921328684540835,0.169638293930525,0.772654862506057,0.88718387806739,1.24813452240141,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"906","1","5","1","1","0","2","1","1","2","0","2","4","3","0","0","0","3","1",-0.424316743601879,0.366796868767878,0.347808328885822,0.350427164376398,0.429025228554297,0.920383796361422,0.176325237468963,-0.363458244868964,0.675941888357294,-0.459358269879811,2.51609542417617,2.51645854826298,0.999981105327606
"908","3","5","4","2","2","7","0","5","0","1","5","2","1","0","0","0","1","1",-0.034321478734339,0.346753599143521,0.366873039487048,0.350968099986098,0.426022067074717,-1.08537866778962,0.147771213601947,2.19304766377704,-1.49683286294651,1.81119001505825,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"915","3","2","3","0","1","7","1","4","1","0","4","4","1","0","0","0","1","1",-3.39408518993474,0.355436196955479,0.349745061391343,0.35289518990099,0.42524135638123,0.92065367724596,0.152666792345265,-0.373417604223709,-0.397512304251142,0.980077984726372,-0.397361911433702,-0.397361927099459,0.999981105327606
"922","1","5","3","2","0","9","0","4","2","0","2","4","3","0","0","0","2","1",-0.224371790939206,0.347683877480516,0.359005063683367,0.356665333244648,0.427228678313526,-1.08537866778962,-6.30581421448417,-0.178577499061342,-0.0483163620773083,-0.404652854027621,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"924","3","5","3","2","1","7","1","4","1","0","1","4","3","0","0","0","1","1",-0.363488112597487,0.345823320806526,0.369747876799932,0.351998528154401,0.425859097421438,-1.08537866778962,0.106007513029838,0.0463353296252966,0.88718387806739,-0.578342549357537,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"935","3","1","0","0","1","7","0","1","1","0","2","4","3","1","0","0","2","1",-0.246421773681596,0.346471696617159,0.369747876799932,0.350931869814196,0.429522854658524,0.922254942312373,0.191408507391609,-0.346167239865331,0.45176671560373,-0.807421478238083,-0.397361911433702,-0.397361927099459,0.999981105327606
"939","3","5","3","2","4","7","0","4","2","0","0","4","3","0","0","0","1","1",-0.455821370339552,0.348726916828057,0.35894454079257,0.350886295094731,0.426613021378967,-1.08537866778962,0.120405524974402,-0.257181823871141,-1.45803331381607,-0.390292682366267,-0.397361911433702,-0.397361927099459,0.999981105327606
"941","3","5","3","2","1","7","0","4","1","0","4","1","1","0","0","0","0","0",-0.637661348546341,0.364682599820161,0.348504342129994,0.351348962458933,-2.33925060694862,-1.08537866778962,0.140108280285557,-0.258447019359338,0.572476424009469,0.402252029789649,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"944","3","4","3","0","1","1","1","4","1","0","1","4","3","0","0","0","3","2",0.0641937293116766,0.354816011397482,0.349745061391343,0.354524547227347,0.427070537052884,0.922046847585935,0.116943340278784,-0.115998983766794,0.831140084878988,-0.4819242539187,-0.397361911433702,-0.397361927099459,0.999981105327606
"952","2","5","3","2","2","8","0","4","1","0","1","4","3","0","0","0","2","2",0.0049499655664309,0.362032716072356,0.349139832483368,0.357396398738652,0.426794140888242,0.920740606573013,0.146831147965265,0.434004203533301,0.481944142705154,0.0357257435809884,-0.397361911433702,-0.397361927099459,0.999981105327606
"953","1","5","3","2","0","7","1","4","2","0","0","4","3","0","0","0","2","1",0.429279034427996,0.349065199859692,0.35894454079257,0.35335372379159,0.427520680242391,0.92217507269842,0.139428867768906,-0.379743581664139,0.102570773429897,-0.462777358370406,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"955","3","5","3","2","4","7","1","4","2","0","5","4","3","0","0","1","1","1",-0.346535048881373,0.345485037774891,0.372622714112815,0.351232710503232,0.426158426338716,-1.08537866778962,0.137793475114428,-0.194408663117112,0.602653851110936,-0.116081785407944,-0.397361911433702,-0.397361927099459,0.999981105327606
"959","3","0","3","1","4","9","0","2","2","0","6","4","3","1","0","0","3","3",-0.257530804377133,0.353913923313122,0.351137087879687,0.356293907051058,0.430240872951974,0.920719973032582,0.219032501000408,0.18427407873466,-0.526844134685859,-0.594070356415235,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"962","3","5","3","2","1","8","1","4","1","0","3","4","1","0","0","0","2","1",1.05204914804236,0.368911137715595,0.346295256615883,0.353687638719014,0.425222421720332,0.920658742565515,0.125622935944943,0.232043318636591,0.486255203719643,2.6321815434575,-0.397361911433702,-0.397361927099459,0.999981105327606
"971","3","5","3","2","4","7","0","4","2","0","4","4","3","0","0","0","2","1",0.216293466597229,0.345710559795981,0.369747876799932,0.351166516569717,0.42746167411234,-1.08537866778962,0.143320960066829,-0.577114077802716,0.576787485024001,-0.35541797976081,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"973","3","2","3","2","1","4","0","4","1","0","3","4","3","0","0","0","2","1",-0.543293547159564,0.342609632005996,0.374438400836741,0.350651221926219,0.425116807861287,0.921132557756013,0.127543246217123,0.406429430075294,0.706119315458718,0.62996332327385,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"978","3","2","3","2","1","2","0","4","1","0","3","4","3","0","0","0","1","1",-0.540181012180765,0.366120302704608,0.347808328885822,0.350532786118302,0.42750854058086,0.920383796361422,0.133415464895769,0.209967279415343,0.731985681545695,-0.440895192029423,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"983","1","2","3","2","0","1","1","4","2","0","2","1","3","0","0","0","2","1",-0.0744060364989455,0.369164849989321,0.346295256615883,0.359281913936827,0.42774082904405,0.921236225228194,0.173803116842926,3.77541792843054,-0.40613442628012,1.59209482457118,-0.397361911433702,-0.397361927099459,0.999981105327606
"994","3","1","3","2","1","6","0","4","1","0","3","2","3","1","0","1","1","1",0.611088212882307,0.347120072427792,0.366873039487048,0.353067355828041,0.427113304842695,0.921164278792276,0.14724657195174,3.61373243323752,0.115503956473364,2.47011674899625,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"996","3","5","3","0","4","7","1","4","2","0","6","4","3","0","0","0","1","1",-0.324607385155451,0.356930280345199,0.349139832483368,0.351384945492356,0.427103875327989,0.924030822047262,0.158943440756351,-0.651533525228962,0.809584779806542,-0.701429735024832,2.51552186312824,2.51641216067361,4.75045908387983e-06
"998","3","3","3","0","1","7","1","4","1","0","3","4","3","1","0","0","1","1",0.29269181243876,0.344188286153624,0.373530557474778,0.351324431279579,0.427533533005078,0.921776444852714,0.133017588890106,-0.37406642242278,0.56816536299498,-0.224808799413885,2.51818910433204,2.5164359201706,4.75045908387983e-06
"1011","3","2","1","1","1","6","0","5","1","0","3","1","1","1","1","0","1","1",-0.2315208534685,0.355718099481841,0.349745061391343,0.353026189031039,0.427593687480624,0.92166219458881,0.127464857747524,-1.0885774640816,0.663008705313826,-0.963331913416586,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"1013","1","5","1","2","0","10","0","2","2","0","4","4","1","0","0","0","3","1",1.91780642830696,0.346302555101341,0.369747876799932,0.355104629705869,0.431673833184522,-1.08537866778962,0.16042401502999,-0.0557497258069113,0.675941888357294,0.246341594611681,-0.397361911433702,-0.397361927099459,0.999981105327606
"1016","1","5","4","2","0","1","0","5","2","0","5","4","3","0","0","0","1","1",0.466876732183757,0.358227031966465,0.349139832483368,0.353920142079393,0.426114960586013,-1.08537866778962,0.167895797501365,0.241305198427441,0.658697644299337,-0.135912498654678,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"1020","3","5","3","2","4","8","0","4","2","0","1","4","3","0","0","0","0","0",-0.540233811756569,0.35833979297701,0.349139832483368,0.353855941777296,-2.33925060694862,-1.08537866778962,0.102443944778543,-0.64530487051855,-2.04002655077244,-0.367726698327379,-0.397361911433702,-0.397361927099459,0.999981105327606
"1025","1","5","4","2","0","1","0","5","2","0","1","4","3","0","0","0","2","2",0.975510003332605,0.369193040241957,0.346295256615883,0.367370238335149,0.427784116744776,-1.08537866778962,0.132519842956825,-0.499482980291245,0.507810508792132,-0.468247899955786,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"1027","1","5","1","1","2",NA,"0","4","0","1","6","2","1","0","0","0","0","0",4.16930352875022,-2.81034376124603,-2.80832952825954,-2.82650626985213,-2.33925060694862,-1.08537866778962,0.147626585616847,1.44340960482378,-1.01830509033792,1.28240746543288,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"1030","1","1","3","0","3","7","1","4","1","0","5","4","4","0","0","0","3","3",0.499101193134827,0.342778773521813,0.374438400836741,0.35144847801375,0.424662921173855,0.923591240610392,0.102764242817392,0.397410857109119,0.460388837632709,0.202577261929715,2.51718888888062,2.51640876645975,4.75045908387983e-06
"1031","3","3","3","0","1","9","0","4","1","0","5","4","1","1","1","0","1","1",-0.278513355700596,0.345146754743256,0.372622714112815,0.368921647752158,0.427705573765461,0.920383796361422,0.198817134708626,0.223689784324365,-0.932083870048094,-0.204294268469782,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
"1045","1","5","1","1","3","8","0","2","1","0","6","4","3","0","0","0","1","1",-0.430630692844896,0.362455569861899,0.349139832483368,0.35430157157632,0.426446767491594,-1.08537866778962,0.157389566127704,-0.33419654409367,0.206036237777721,-0.181044466732454,-0.397361911433702,-0.397361927099459,4.75045908387983e-06
